Historic Number Of Orders,Average Order Value,First Active,Last Active,Historic Customer Lifetime Value,days active
1.0,110.74,2021-07-01,2022-05-02,110.4,305.0
1.0,136.03,2021-07-02,2022-05-02,135.69,304.0
3.0,200.21,2021-07-18,2022-05-02,597.28,288.0
4.0,190.21,2021-07-15,2022-05-02,755.97,291.0
1.0,127.96,2021-07-08,2022-05-02,127.62,298.0
1.0,136.03,2021-07-09,2022-05-02,135.69,297.0
1.0,177.42,2021-07-16,2022-05-02,177.08,290.0
1.0,109.99,2021-07-23,2022-05-02,109.65,283.0
3.0,124.4,2021-07-16,2022-05-02,369.83,290.0
1.0,357.93,2021-07-17,2022-05-02,357.59,289.0
3.0,95.96,2021-07-18,2022-05-02,284.53,288.0
2.0,296.67,2021-07-23,2022-05-02,591.49,283.0
1.0,141.65,2021-07-14,2022-05-02,141.31,292.0
2.0,133.16,2021-07-13,2022-05-02,264.46,293.0
1.0,94.93,2021-07-15,2022-05-02,94.59,291.0
3.0,226.01,2021-07-23,2022-05-02,674.67,283.0
1.0,60.04,2021-07-18,2022-05-02,59.7,288.0
1.0,87.62,2021-07-15,2022-05-02,87.28,291.0
2.0,116.54,2021-07-18,2022-05-02,231.23,288.0
1.0,271.69,2021-07-01,2022-05-02,271.35,305.0
1.0,104.98,2021-07-14,2022-05-02,104.64,292.0
1.0,231.45,2021-07-14,2022-05-02,231.11,292.0
1.0,193.52,2021-07-01,2022-05-02,193.18,305.0
1.0,231.45,2021-07-14,2022-05-02,231.11,292.0
2.0,135.8,2021-07-10,2022-05-02,269.75,296.0
1.0,56.59,2021-07-03,2022-05-02,56.25,303.0
1.0,130.84,2021-07-16,2022-05-02,130.5,290.0
1.0,286.7,2021-07-16,2022-05-02,286.36,290.0
1.0,102.95,2021-07-22,2022-05-02,102.61,284.0
1.0,104.98,2021-07-14,2022-05-02,104.64,292.0
1.0,104.98,2021-07-15,2022-05-02,104.64,291.0
2.0,198.11,2021-07-15,2022-05-02,394.36,291.0
1.0,139.48,2021-07-01,2022-05-02,139.14,305.0
1.0,88.89,2021-07-11,2022-05-02,88.55,295.0
1.0,107.28,2021-07-02,2022-05-02,106.94,304.0
5.0,149.94,2021-07-01,2022-05-02,743.34,305.0
1.0,87.01,2021-07-21,2022-05-02,86.67,285.0
1.0,104.98,2021-07-14,2022-05-02,104.64,292.0
3.0,184.7,2021-07-19,2022-05-02,550.73,287.0
1.0,87.62,2021-07-15,2022-05-02,87.28,291.0
1.0,330.32,2021-07-19,2022-05-02,329.98,287.0
1.0,90.03,2021-07-21,2022-05-02,89.69,285.0
1.0,233.76,2021-07-20,2022-05-02,233.42,286.0
1.0,163.97,2021-07-21,2022-05-02,163.63,285.0
2.0,288.95,2021-07-04,2022-05-02,576.05,302.0
1.0,76.13,2021-07-23,2022-05-02,75.79,283.0
4.0,115.22,2021-07-18,2022-05-02,456.0,288.0
1.0,123.32,2021-07-21,2022-05-02,122.98,285.0
1.0,81.88,2021-07-23,2022-05-02,81.54,283.0
1.0,98.09,2021-07-21,2022-05-02,97.75,285.0
1.0,394.6,2021-07-07,2022-05-02,394.26,299.0
3.0,225.88,2021-07-01,2022-05-02,674.28,305.0
1.0,150.52,2021-07-04,2022-05-02,150.18,302.0
1.0,157.87,2021-07-14,2022-05-02,157.53,292.0
2.0,212.26,2021-07-07,2022-05-02,422.67,299.0
1.0,99.07,2021-07-23,2022-05-02,98.73,283.0
4.0,294.9,2021-07-03,2022-05-02,1174.74,303.0
1.0,173.96,2021-07-16,2022-05-02,173.62,290.0
1.0,94.17,2021-07-18,2022-05-02,93.83,288.0
1.0,173.96,2021-07-16,2022-05-02,173.62,290.0
1.0,110.71,2021-07-15,2022-05-02,110.37,291.0
1.0,110.71,2021-07-09,2022-05-02,110.37,297.0
1.0,231.45,2021-07-20,2022-05-02,231.11,286.0
1.0,96.8,2021-07-02,2022-05-02,96.46,304.0
1.0,134.88,2021-07-14,2022-05-02,134.54,292.0
3.0,285.11,2021-07-04,2022-05-02,851.97,302.0
1.0,87.62,2021-07-15,2022-05-02,87.28,291.0
2.0,131.61,2021-07-02,2022-05-02,261.36,304.0
1.0,102.95,2021-07-18,2022-05-02,102.61,288.0
1.0,163.97,2021-07-07,2022-05-02,163.63,299.0
2.0,88.17,2021-07-04,2022-05-02,174.49,302.0
1.0,101.76,2021-07-18,2022-05-02,101.42,288.0
1.0,139.47,2021-07-16,2022-05-02,139.13,290.0
1.0,348.72,2021-07-06,2022-05-02,348.38,300.0
1.0,81.88,2021-07-24,2022-05-02,81.54,282.0
1.0,99.88,2021-07-18,2022-05-02,99.54,288.0
3.0,182.29,2021-07-18,2022-05-02,543.52,288.0
4.0,199.27,2021-07-19,2022-05-02,792.19,287.0
1.0,186.62,2021-07-19,2022-05-02,186.28,287.0
1.0,147.39,2021-07-15,2022-05-02,147.05,291.0
2.0,402.21,2021-07-18,2022-05-02,802.56,288.0
1.0,379.61,2021-07-08,2022-05-02,379.27,298.0
3.0,264.53,2021-07-12,2022-05-02,790.22,294.0
1.0,87.62,2021-07-21,2022-05-02,87.28,285.0
1.0,92.33,2021-07-23,2022-05-02,91.99,283.0
2.0,126.75,2021-07-17,2022-05-02,251.66,289.0
1.0,271.7,2021-07-19,2022-05-02,271.36,287.0
1.0,323.75,2021-07-15,2022-05-02,323.41,291.0
1.0,187.77,2021-07-19,2022-05-02,187.43,287.0
1.0,104.98,2021-07-14,2022-05-02,104.64,292.0
1.0,222.22,2021-07-18,2022-05-02,221.88,288.0
1.0,173.96,2021-07-17,2022-05-02,173.62,289.0
2.0,173.96,2021-07-16,2022-05-02,346.07,290.0
1.0,104.98,2021-07-14,2022-05-02,104.64,292.0
1.0,190.06,2021-07-21,2022-05-02,189.72,285.0
1.0,163.97,2021-07-06,2022-05-02,163.63,300.0
1.0,114.19,2021-07-10,2022-05-02,113.85,296.0
1.0,117.86,2021-07-21,2022-05-02,117.52,285.0
1.0,70.39,2021-07-20,2022-05-02,70.05,286.0
1.0,163.97,2021-07-04,2022-05-02,163.63,302.0
1.0,184.3,2021-07-19,2022-05-02,183.96,287.0
2.0,142.41,2021-07-01,2022-05-02,282.97,305.0
1.0,150.97,2021-07-22,2022-05-02,150.63,284.0
1.0,162.46,2021-07-13,2022-05-02,162.12,293.0
1.0,99.24,2021-07-03,2022-05-02,98.9,303.0
2.0,584.96,2021-07-22,2022-05-02,1168.07,284.0
1.0,369.42,2021-07-09,2022-05-02,369.08,297.0
1.0,343.91,2021-07-07,2022-05-02,343.57,299.0
1.0,170.18,2021-07-18,2022-05-02,169.84,288.0
1.0,107.57,2021-07-21,2022-05-02,107.23,285.0
1.0,173.96,2021-07-17,2022-05-02,173.62,289.0
1.0,236.46,2021-07-15,2022-05-02,236.12,291.0
1.0,173.96,2021-07-16,2022-05-02,173.62,290.0
1.0,264.8,2021-07-06,2022-05-02,264.46,300.0
1.0,159.84,2021-07-21,2022-05-02,159.5,285.0
1.0,290.09,2021-07-14,2022-05-02,289.75,292.0
3.0,156.32,2021-07-05,2022-05-02,465.6,301.0
1.0,127.56,2021-07-25,2022-05-02,127.22,281.0
1.0,123.37,2021-07-15,2022-05-02,123.03,291.0
1.0,344.13,2021-07-01,2022-05-02,343.79,305.0
1.0,89.93,2021-10-24,2022-05-02,89.59,190.0
1.0,92.34,2021-10-24,2022-05-02,92.0,190.0
1.0,66.06,2021-10-25,2022-05-02,65.72,189.0
2.0,202.71,2021-10-24,2022-05-02,403.56,190.0
1.0,195.81,2021-10-23,2022-05-02,195.47,191.0
1.0,57.73,2021-10-26,2022-05-02,57.39,188.0
1.0,153.24,2021-10-24,2022-05-02,152.9,190.0
1.0,403.92,2021-10-23,2022-05-02,403.58,191.0
2.0,105.09,2021-10-22,2022-05-02,208.32,192.0
1.0,139.47,2021-10-24,2022-05-02,139.13,190.0
1.0,141.75,2021-10-22,2022-05-02,141.41,192.0
1.0,284.34,2021-10-24,2022-05-02,284.0,190.0
1.0,288.95,2021-10-26,2022-05-02,288.61,188.0
2.0,202.71,2021-10-23,2022-05-02,403.58,191.0
1.0,123.37,2021-10-25,2022-05-02,123.03,189.0
1.0,173.96,2021-10-22,2022-05-02,173.62,192.0
1.0,102.4,2021-10-24,2022-05-02,102.06,190.0
1.0,110.71,2021-10-27,2022-05-02,110.37,187.0
1.0,142.63,2021-10-22,2022-05-02,142.29,192.0
1.0,228.32,2021-10-21,2022-05-02,227.98,193.0
2.0,130.66,2021-10-21,2022-05-02,259.46,193.0
1.0,148.39,2021-10-23,2022-05-02,148.05,191.0
1.0,139.47,2021-10-26,2022-05-02,139.13,188.0
2.0,231.45,2021-10-26,2022-05-02,461.05,188.0
1.0,429.1,2021-10-21,2022-05-02,428.76,193.0
1.0,260.19,2021-10-23,2022-05-02,259.85,191.0
1.0,102.4,2021-10-22,2022-05-02,102.06,192.0
1.0,236.38,2021-11-08,2022-05-02,236.04,175.0
2.0,301.51,2021-11-05,2022-05-02,601.16,178.0
1.0,90.04,2021-11-07,2022-05-02,89.7,176.0
2.0,131.72,2021-10-31,2022-05-02,261.59,183.0
1.0,51.51,2021-10-30,2022-05-02,51.17,184.0
1.0,392.41,2021-10-31,2022-05-02,392.07,183.0
2.0,134.74,2021-11-12,2022-05-02,267.63,171.0
3.0,121.85,2021-10-30,2022-05-02,362.19,184.0
1.0,102.4,2021-10-30,2022-05-02,102.06,184.0
1.0,233.76,2021-11-08,2022-05-02,233.42,175.0
2.0,220.23,2021-11-08,2022-05-02,438.62,175.0
1.0,134.54,2021-11-08,2022-05-02,134.2,175.0
1.0,111.83,2021-11-08,2022-05-02,111.49,175.0
1.0,148.61,2021-11-10,2022-05-02,148.27,173.0
1.0,220.55,2021-11-10,2022-05-02,220.21,173.0
1.0,94.64,2021-11-05,2022-05-02,94.3,178.0
1.0,145.51,2021-10-29,2022-05-02,145.17,185.0
1.0,114.19,2021-10-31,2022-05-02,113.85,183.0
1.0,286.25,2021-11-11,2022-05-02,285.91,172.0
1.0,104.02,2021-11-08,2022-05-02,103.68,175.0
1.0,158.46,2021-11-09,2022-05-02,158.12,174.0
1.0,102.4,2021-11-01,2022-05-02,102.06,182.0
1.0,123.37,2021-11-02,2022-05-02,123.03,181.0
1.0,84.25,2021-10-27,2022-05-02,83.91,187.0
1.0,125.68,2021-11-10,2022-05-02,125.34,173.0
1.0,656.98,2021-11-01,2022-05-02,656.64,182.0
1.0,1073.61,2021-11-01,2022-05-02,1073.27,182.0
1.0,231.45,2021-10-28,2022-05-02,231.11,186.0
1.0,139.47,2021-11-07,2022-05-02,139.13,176.0
2.0,154.14,2021-11-03,2022-05-02,306.43,180.0
1.0,217.09,2021-11-13,2022-05-02,216.75,170.0
1.0,106.14,2021-11-05,2022-05-02,105.8,178.0
1.0,158.46,2021-11-10,2022-05-02,158.12,173.0
1.0,218.81,2021-11-09,2022-05-02,218.47,174.0
1.0,185.46,2021-11-10,2022-05-02,185.12,173.0
1.0,103.84,2021-11-03,2022-05-02,103.5,180.0
2.0,231.45,2021-10-29,2022-05-02,461.05,185.0
3.0,200.57,2021-11-01,2022-05-02,598.35,182.0
1.0,119.93,2021-11-03,2022-05-02,119.59,180.0
1.0,587.86,2021-11-03,2022-05-02,587.52,180.0
1.0,107.57,2021-11-14,2022-05-02,107.23,169.0
2.0,202.75,2021-10-28,2022-05-02,403.64,186.0
1.0,100.39,2021-11-03,2022-05-02,100.05,180.0
1.0,62.63,2021-11-08,2022-05-02,62.29,175.0
2.0,337.11,2021-11-01,2022-05-02,672.37,182.0
1.0,125.68,2021-11-08,2022-05-02,125.34,175.0
1.0,173.96,2021-11-10,2022-05-02,173.62,173.0
1.0,94.64,2021-11-01,2022-05-02,94.3,182.0
1.0,285.37,2021-10-30,2022-05-02,285.03,184.0
3.0,119.54,2021-11-01,2022-05-02,355.26,182.0
1.0,187.77,2021-11-10,2022-05-02,187.43,173.0
1.0,139.47,2021-11-12,2022-05-02,139.13,171.0
1.0,87.62,2021-11-01,2022-05-02,87.28,182.0
1.0,127.98,2021-11-08,2022-05-02,127.64,175.0
1.0,139.47,2021-11-02,2022-05-02,139.13,181.0
1.0,235.25,2021-11-09,2022-05-02,234.91,174.0
1.0,124.53,2021-10-29,2022-05-02,124.19,185.0
1.0,288.95,2021-11-01,2022-05-02,288.61,182.0
2.0,217.07,2021-11-01,2022-05-02,432.3,182.0
1.0,139.47,2021-11-08,2022-05-02,139.13,175.0
1.0,104.98,2021-11-08,2022-05-02,104.64,175.0
1.0,145.23,2021-11-04,2022-05-02,144.89,179.0
1.0,173.97,2021-11-01,2022-05-02,173.63,182.0
1.0,216.18,2021-10-31,2022-05-02,215.84,183.0
1.0,180.29,2021-10-31,2022-05-02,179.95,183.0
1.0,138.3,2021-11-05,2022-05-02,137.96,178.0
1.0,231.45,2021-11-02,2022-05-02,231.11,181.0
1.0,109.57,2021-10-29,2022-05-02,109.23,185.0
1.0,156.73,2021-11-03,2022-05-02,156.39,180.0
1.0,150.52,2021-10-28,2022-05-02,150.18,186.0
1.0,234.26,2021-10-30,2022-05-02,233.92,184.0
1.0,173.96,2021-11-25,2022-05-02,173.62,158.0
1.0,96.3,2021-11-23,2022-05-02,95.96,160.0
2.0,230.57,2021-11-29,2022-05-02,459.28,154.0
1.0,426.45,2021-11-21,2022-05-02,426.11,162.0
1.0,139.47,2021-11-25,2022-05-02,139.13,158.0
1.0,93.63,2021-11-25,2022-05-02,93.29,158.0
1.0,243.98,2021-11-24,2022-05-02,243.64,159.0
1.0,130.84,2021-11-22,2022-05-02,130.5,161.0
1.0,173.96,2021-11-28,2022-05-02,173.62,155.0
1.0,90.04,2021-11-27,2022-05-02,89.7,156.0
1.0,334.37,2021-11-20,2022-05-02,334.03,163.0
1.0,249.88,2021-11-25,2022-05-02,249.54,158.0
2.0,117.63,2021-11-29,2022-05-02,233.4,154.0
1.0,187.77,2021-11-29,2022-05-02,187.43,154.0
1.0,61.51,2021-12-09,2022-05-02,61.17,144.0
2.0,213.74,2021-11-26,2022-05-02,425.63,157.0
1.0,392.41,2021-12-04,2022-05-02,392.07,149.0
1.0,173.96,2021-11-26,2022-05-02,173.62,157.0
1.0,173.96,2021-11-24,2022-05-02,173.62,159.0
1.0,132.58,2021-12-06,2022-05-02,132.24,147.0
1.0,403.92,2021-11-26,2022-05-02,403.58,157.0
1.0,225.71,2021-11-29,2022-05-02,225.37,154.0
1.0,403.92,2021-12-07,2022-05-02,403.58,146.0
3.0,146.84,2021-11-23,2022-05-02,437.16,160.0
1.0,102.4,2021-11-26,2022-05-02,102.06,157.0
1.0,157.88,2021-12-06,2022-05-02,157.54,147.0
1.0,311.04,2021-11-21,2022-05-02,310.7,162.0
1.0,103.82,2021-12-03,2022-05-02,103.48,150.0
1.0,862.91,2021-12-05,2022-05-02,862.57,148.0
1.0,173.96,2021-11-24,2022-05-02,173.62,159.0
1.0,139.47,2021-11-14,2022-05-02,139.13,169.0
1.0,178.69,2021-11-26,2022-05-02,178.35,157.0
1.0,154.43,2021-11-28,2022-05-02,154.09,155.0
1.0,130.84,2021-12-01,2022-05-02,130.5,152.0
1.0,130.84,2021-11-22,2022-05-02,130.5,161.0
1.0,358.21,2021-11-25,2022-05-02,357.87,158.0
1.0,403.92,2021-11-28,2022-05-02,403.58,155.0
1.0,156.73,2021-12-06,2022-05-02,156.39,147.0
1.0,88.95,2021-11-28,2022-05-02,88.61,155.0
1.0,333.78,2021-11-26,2022-05-02,333.44,157.0
1.0,226.52,2021-12-06,2022-05-02,226.18,147.0
1.0,333.78,2021-11-26,2022-05-02,333.44,157.0
2.0,136.16,2021-11-23,2022-05-02,270.47,160.0
1.0,130.51,2021-11-28,2022-05-02,130.17,155.0
1.0,139.47,2021-11-25,2022-05-02,139.13,158.0
1.0,131.43,2021-11-28,2022-05-02,131.09,155.0
1.0,182.6,2021-11-29,2022-05-02,182.26,154.0
1.0,111.88,2021-12-06,2022-05-02,111.54,147.0
1.0,139.47,2021-11-22,2022-05-02,139.13,161.0
1.0,104.98,2021-12-03,2022-05-02,104.64,150.0
1.0,106.02,2021-11-22,2022-05-02,105.68,161.0
1.0,203.41,2021-12-01,2022-05-02,203.07,152.0
1.0,341.8,2021-12-06,2022-05-02,341.46,147.0
1.0,173.96,2021-11-21,2022-05-02,173.62,162.0
1.0,143.2,2021-11-22,2022-05-02,142.86,161.0
1.0,231.45,2021-11-18,2022-05-02,231.11,165.0
1.0,262.04,2021-11-22,2022-05-02,261.7,161.0
1.0,173.96,2021-11-24,2022-05-02,173.62,159.0
3.0,248.32,2021-11-25,2022-05-02,741.61,158.0
1.0,111.88,2021-11-25,2022-05-02,111.54,158.0
1.0,88.89,2021-11-22,2022-05-02,88.55,161.0
2.0,249.85,2021-11-21,2022-05-02,497.85,162.0
2.0,102.37,2021-11-23,2022-05-02,202.9,160.0
1.0,107.27,2021-11-27,2022-05-02,106.93,156.0
1.0,231.45,2021-11-19,2022-05-02,231.11,164.0
1.0,98.08,2021-11-18,2022-05-02,97.74,165.0
1.0,173.96,2021-11-24,2022-05-02,173.62,159.0
1.0,173.96,2021-11-24,2022-05-02,173.62,159.0
1.0,118.76,2021-11-23,2022-05-02,118.42,160.0
1.0,441.25,2021-11-24,2022-05-02,440.91,159.0
1.0,106.02,2021-11-26,2022-05-02,105.68,157.0
1.0,88.67,2021-11-22,2022-05-02,88.33,161.0
1.0,111.76,2021-11-22,2022-05-02,111.42,161.0
1.0,111.88,2021-11-26,2022-05-02,111.54,157.0
1.0,111.88,2021-11-22,2022-05-02,111.54,161.0
1.0,173.96,2021-11-29,2022-05-02,173.62,154.0
1.0,119.07,2021-11-26,2022-05-02,118.73,157.0
1.0,173.96,2021-11-24,2022-05-02,173.62,159.0
1.0,139.47,2021-11-22,2022-05-02,139.13,161.0
1.0,174.77,2021-11-27,2022-05-02,174.43,156.0
2.0,125.93,2021-11-27,2022-05-02,250.01,156.0
1.0,111.88,2021-11-21,2022-05-02,111.54,162.0
2.0,376.21,2021-11-23,2022-05-02,750.58,160.0
1.0,115.03,2021-11-24,2022-05-02,114.69,159.0
2.0,90.5,2021-11-24,2022-05-02,179.15,159.0
1.0,111.88,2021-11-28,2022-05-02,111.54,155.0
1.0,150.52,2021-12-08,2022-05-02,150.18,145.0
1.0,274.53,2021-11-26,2022-05-02,274.19,157.0
1.0,403.92,2021-12-02,2022-05-02,403.58,151.0
1.0,139.47,2021-11-24,2022-05-02,139.13,159.0
1.0,173.96,2021-11-25,2022-05-02,173.62,158.0
1.0,98.07,2021-11-24,2022-05-02,97.73,159.0
1.0,88.67,2021-11-24,2022-05-02,88.33,159.0
1.0,262.27,2021-12-06,2022-05-02,261.93,147.0
1.0,490.27,2021-11-23,2022-05-02,489.93,160.0
1.0,139.47,2021-11-24,2022-05-02,139.13,159.0
1.0,165.04,2021-12-02,2022-05-02,164.7,151.0
1.0,88.67,2021-11-24,2022-05-02,88.33,159.0
1.0,153.26,2021-11-28,2022-05-02,152.92,155.0
1.0,257.1,2021-11-26,2022-05-02,256.76,157.0
1.0,90.04,2021-11-28,2022-05-02,89.7,155.0
1.0,136.03,2021-12-09,2022-05-02,135.69,144.0
1.0,91.75,2021-11-25,2022-05-02,91.41,158.0
1.0,232.6,2021-11-21,2022-05-02,232.26,162.0
1.0,257.1,2021-11-26,2022-05-02,256.76,157.0
1.0,226.86,2021-11-27,2022-05-02,226.52,156.0
1.0,222.34,2021-11-26,2022-05-02,222.0,157.0
1.0,116.48,2021-11-26,2022-05-02,116.14,157.0
1.0,350.31,2021-11-29,2022-05-02,349.97,154.0
1.0,182.88,2021-11-22,2022-05-02,182.54,161.0
1.0,99.21,2021-11-19,2022-05-02,98.87,164.0
1.0,167.94,2021-11-22,2022-05-02,167.6,161.0
1.0,173.96,2021-11-24,2022-05-02,173.62,159.0
1.0,104.11,2021-11-29,2022-05-02,103.77,154.0
1.0,194.72,2021-12-06,2022-05-02,194.38,147.0
1.0,99.11,2021-11-29,2022-05-02,98.77,154.0
1.0,88.67,2021-11-27,2022-05-02,88.33,156.0
1.0,257.68,2021-11-24,2022-05-02,257.34,159.0
1.0,107.57,2021-11-22,2022-05-02,107.23,161.0
1.0,243.98,2021-11-24,2022-05-02,243.64,159.0
1.0,130.84,2021-11-23,2022-05-02,130.5,160.0
1.0,162.46,2021-11-16,2022-05-02,162.12,167.0
1.0,171.73,2021-11-23,2022-05-02,171.39,160.0
1.0,63.49,2021-11-23,2022-05-02,63.15,160.0
2.0,253.05,2021-11-22,2022-05-02,504.24,161.0
1.0,256.9,2021-11-22,2022-05-02,256.56,161.0
2.0,203.63,2021-11-26,2022-05-02,405.4,157.0
1.0,116.46,2021-12-07,2022-05-02,116.12,146.0
1.0,231.45,2021-12-07,2022-05-02,231.11,146.0
1.0,98.07,2021-11-19,2022-05-02,97.73,164.0
1.0,111.88,2021-11-25,2022-05-02,111.54,158.0
1.0,141.55,2021-11-24,2022-05-02,141.21,159.0
1.0,139.47,2021-11-16,2022-05-02,139.13,167.0
1.0,810.79,2021-11-24,2022-05-02,810.45,159.0
1.0,231.45,2021-11-18,2022-05-02,231.11,165.0
1.0,162.46,2021-11-25,2022-05-02,162.12,158.0
1.0,254.0,2021-11-26,2022-05-02,253.66,157.0
1.0,173.96,2021-11-24,2022-05-02,173.62,159.0
1.0,231.45,2021-12-02,2022-05-02,231.11,151.0
1.0,287.79,2021-11-16,2022-05-02,287.45,167.0
1.0,175.0,2021-11-23,2022-05-02,174.66,160.0
1.0,452.79,2021-11-27,2022-05-02,452.45,156.0
1.0,88.78,2021-11-22,2022-05-02,88.44,161.0
1.0,160.06,2021-11-24,2022-05-02,159.72,159.0
1.0,162.46,2021-12-07,2022-05-02,162.12,146.0
2.0,256.27,2021-11-22,2022-05-02,510.7,161.0
1.0,201.23,2021-11-21,2022-05-02,200.89,162.0
1.0,213.06,2021-11-28,2022-05-02,212.72,155.0
1.0,130.84,2021-11-29,2022-05-02,130.5,154.0
1.0,93.47,2021-12-02,2022-05-02,93.13,151.0
1.0,162.47,2021-12-06,2022-05-02,162.13,147.0
1.0,331.39,2021-11-23,2022-05-02,331.05,160.0
1.0,173.96,2021-11-25,2022-05-02,173.62,158.0
1.0,403.92,2021-12-01,2022-05-02,403.58,152.0
1.0,346.41,2021-11-28,2022-05-02,346.07,155.0
2.0,133.23,2021-11-22,2022-05-02,264.6,161.0
2.0,284.0,2021-11-24,2022-05-02,566.15,159.0
1.0,240.64,2021-11-28,2022-05-02,240.3,155.0
1.0,139.47,2021-11-23,2022-05-02,139.13,160.0
1.0,160.06,2021-12-06,2022-05-02,159.72,147.0
1.0,403.92,2021-11-21,2022-05-02,403.58,162.0
1.0,231.45,2021-12-06,2022-05-02,231.11,147.0
1.0,104.98,2021-11-25,2022-05-02,104.64,158.0
1.0,90.04,2021-11-26,2022-05-02,89.7,157.0
1.0,207.3,2021-11-24,2022-05-02,206.96,159.0
1.0,142.92,2021-12-06,2022-05-02,142.58,147.0
1.0,173.96,2021-11-25,2022-05-02,173.62,158.0
1.0,257.1,2021-12-08,2022-05-02,256.76,145.0
1.0,173.96,2021-11-24,2022-05-02,173.62,159.0
2.0,116.91,2021-11-22,2022-05-02,231.98,161.0
1.0,319.06,2021-11-26,2022-05-02,318.72,157.0
1.0,111.88,2021-11-26,2022-05-02,111.54,157.0
1.0,208.45,2021-11-26,2022-05-02,208.11,157.0
1.0,269.41,2021-11-21,2022-05-02,269.07,162.0
1.0,137.18,2021-12-02,2022-05-02,136.84,151.0
1.0,173.96,2021-11-21,2022-05-02,173.62,162.0
2.0,236.23,2021-11-24,2022-05-02,470.6,159.0
1.0,111.88,2021-11-29,2022-05-02,111.54,154.0
1.0,157.87,2021-12-06,2022-05-02,157.53,147.0
1.0,123.94,2021-11-25,2022-05-02,123.6,158.0
1.0,111.88,2021-11-24,2022-05-02,111.54,159.0
1.0,298.96,2021-11-23,2022-05-02,298.62,160.0
1.0,173.96,2021-11-24,2022-05-02,173.62,159.0
1.0,173.96,2021-11-25,2022-05-02,173.62,158.0
1.0,67.5,2021-11-26,2022-05-02,67.16,157.0
1.0,90.04,2021-11-22,2022-05-02,89.7,161.0
1.0,101.54,2021-12-07,2022-05-02,101.2,146.0
1.0,450.84,2021-11-22,2022-05-02,450.5,161.0
2.0,516.35,2021-12-04,2022-05-02,1030.86,149.0
2.0,348.15,2021-11-22,2022-05-02,694.45,161.0
1.0,204.69,2021-11-27,2022-05-02,204.35,156.0
1.0,130.84,2021-11-28,2022-05-02,130.5,155.0
1.0,171.54,2021-11-24,2022-05-02,171.2,159.0
1.0,248.7,2021-11-26,2022-05-02,248.36,157.0
1.0,157.87,2021-12-06,2022-05-02,157.53,147.0
1.0,417.69,2021-11-29,2022-05-02,417.35,154.0
1.0,403.9,2021-11-26,2022-05-02,403.56,157.0
2.0,169.94,2021-11-22,2022-05-02,338.03,161.0
1.0,173.96,2021-11-25,2022-05-02,173.62,158.0
1.0,150.52,2021-11-27,2022-05-02,150.18,156.0
1.0,173.96,2021-11-24,2022-05-02,173.62,159.0
1.0,336.99,2021-11-22,2022-05-02,336.65,161.0
1.0,173.96,2021-11-28,2022-05-02,173.62,155.0
1.0,236.22,2021-11-26,2022-05-02,235.88,157.0
1.0,51.51,2021-11-27,2022-05-02,51.17,156.0
1.0,116.35,2021-12-09,2022-05-02,116.01,144.0
2.0,295.19,2021-11-23,2022-05-02,588.54,160.0
1.0,173.96,2021-11-24,2022-05-02,173.62,159.0
1.0,333.2,2021-11-23,2022-05-02,332.86,160.0
1.0,93.49,2021-11-23,2022-05-02,93.15,160.0
1.0,201.51,2021-11-29,2022-05-02,201.17,154.0
1.0,108.42,2021-12-06,2022-05-02,108.08,147.0
2.0,115.48,2021-11-26,2022-05-02,229.11,157.0
1.0,201.23,2021-11-15,2022-05-02,200.89,168.0
1.0,168.23,2021-11-27,2022-05-02,167.89,156.0
2.0,149.82,2021-11-27,2022-05-02,297.79,156.0
1.0,208.69,2021-11-23,2022-05-02,208.35,160.0
1.0,192.35,2021-12-01,2022-05-02,192.01,152.0
1.0,93.21,2021-11-29,2022-05-02,92.87,154.0
1.0,173.96,2021-11-25,2022-05-02,173.62,158.0
1.0,257.1,2021-11-21,2022-05-02,256.76,162.0
1.0,139.47,2021-11-26,2022-05-02,139.13,157.0
1.0,77.28,2021-11-29,2022-05-02,76.94,154.0
1.0,101.51,2021-11-26,2022-05-02,101.17,157.0
1.0,212.75,2021-11-26,2022-05-02,212.41,157.0
2.0,208.77,2021-11-21,2022-05-02,415.69,162.0
1.0,125.68,2021-11-23,2022-05-02,125.34,160.0
2.0,103.19,2021-11-28,2022-05-02,204.54,155.0
1.0,139.47,2021-11-29,2022-05-02,139.13,154.0
4.0,406.37,2021-11-30,2022-05-02,1620.6,153.0
1.0,174.32,2021-12-08,2022-05-02,173.98,145.0
1.0,130.84,2021-11-22,2022-05-02,130.5,161.0
1.0,139.47,2021-11-29,2022-05-02,139.13,154.0
1.0,153.26,2021-12-08,2022-05-02,152.92,145.0
1.0,156.02,2021-12-02,2022-05-02,155.68,151.0
1.0,110.74,2021-05-30,2022-05-02,110.4,337.0
1.0,277.44,2021-05-26,2022-05-02,277.1,341.0
2.0,110.74,2021-05-20,2022-05-02,219.63,347.0
1.0,111.78,2021-06-02,2022-05-02,111.44,334.0
2.0,155.99,2021-06-02,2022-05-02,310.12,334.0
2.0,187.63,2021-08-27,2022-05-02,373.4,248.0
1.0,65.79,2021-06-07,2022-05-02,65.45,329.0
1.0,125.66,2021-06-01,2022-05-02,125.32,335.0
1.0,201.23,2021-06-04,2022-05-02,200.89,332.0
1.0,88.89,2021-05-18,2022-05-02,88.55,349.0
1.0,57.73,2021-05-24,2022-05-02,57.39,343.0
1.0,231.45,2021-06-03,2022-05-02,231.11,333.0
